2022-11-30 14:17:14,178 | INFO  | background-preinit | HV000001: Hibernate Validator 6.2.3.Final
2022-11-30 14:17:15,981 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.MediaRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:15,986 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostDetailRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:15,988 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:15,991 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.RolesRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:15,995 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.TagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:16,001 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserGroupRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:16,006 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:17:16,007 | INFO  | restartedMain | Finished Spring Data repository scanning in 103 ms. Found 0 JPA repository interfaces.
2022-11-30 14:17:16,031 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:17:16,032 | INFO  | restartedMain | Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2022-11-30 14:17:16,085 | INFO  | restartedMain | Finished Spring Data repository scanning in 53 ms. Found 12 MongoDB repository interfaces.
2022-11-30 14:17:16,722 | INFO  | restartedMain | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@202a0e14' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:17:16,729 | INFO  | restartedMain | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:17:17,762 | INFO  | restartedMain | Tomcat initialized with port(s): 9207 (http)
2022-11-30 14:17:17,782 | INFO  | restartedMain | Initializing ProtocolHandler ["http-nio-9207"]
2022-11-30 14:17:17,783 | INFO  | restartedMain | Starting service [Tomcat]
2022-11-30 14:17:17,784 | INFO  | restartedMain | Starting Servlet engine: [Apache Tomcat/9.0.62]
2022-11-30 14:17:17,931 | INFO  | restartedMain | Initializing Spring embedded WebApplicationContext
2022-11-30 14:17:17,931 | INFO  | restartedMain | Root WebApplicationContext: initialization completed in 3640 ms
2022-11-30 14:17:18,729 | INFO  | restartedMain | authen - Starting...
2022-11-30 14:17:18,739 | WARN  | restartedMain | Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2022-11-30 14:17:19,276 | INFO  | restartedMain | authen - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2022-11-30 14:17:19,309 | INFO  | restartedMain | authen - Start completed.
2022-11-30 14:17:19,392 | INFO  | restartedMain | HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-30 14:17:19,503 | INFO  | restartedMain | HHH000412: Hibernate ORM core version 5.6.8.Final
2022-11-30 14:17:19,822 | INFO  | restartedMain | HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-11-30 14:17:20,071 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2022-11-30 14:17:20,487 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-30 14:17:20,509 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:17:20,610 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-30 14:17:21,104 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-11-30 14:17:21,420 | INFO  | cluster-ClusterId{value='63870381dfb06962c3e17771', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:1, serverValue:303835}] to 172.16.10.74:27017
2022-11-30 14:17:21,420 | INFO  | cluster-rtt-ClusterId{value='63870381dfb06962c3e17771', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:2, serverValue:303836}] to 172.16.10.74:27017
2022-11-30 14:17:21,422 | INFO  | cluster-ClusterId{value='63870381dfb06962c3e17771', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=50671200, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=63774dc0f7d8fa57944e3ea2, counter=6}, lastWriteDate=Wed Nov 30 14:16:11 ICT 2022, lastUpdateTimeNanos=426321949111400}
2022-11-30 14:17:21,879 | INFO  | restartedMain | LiveReload server is running on port 35729
2022-11-30 14:17:22,149 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:3, serverValue:303837}] to 172.16.10.74:27017
2022-11-30 14:17:22,234 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:4, serverValue:303838}] to 172.16.10.74:27017
2022-11-30 14:17:22,308 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:5, serverValue:303839}] to 172.16.10.74:27017
2022-11-30 14:17:23,371 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@78dcdb8d, org.springframework.security.web.context.SecurityContextPersistenceFilter@5fab850e, org.springframework.security.web.header.HeaderWriterFilter@57575b7e, org.springframework.web.filter.CorsFilter@28066152, org.springframework.security.web.authentication.logout.LogoutFilter@56c1855c, com.epay.ewallet.service.admin.authen.JwtRequestFilter@6416d343, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@423ef09f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ec56007, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@35c15835, org.springframework.security.web.session.SessionManagementFilter@37ca3efe, org.springframework.security.web.access.ExceptionTranslationFilter@6a745328, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6deb1824]
2022-11-30 14:17:24,271 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2022-11-30 14:17:24,320 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2022-11-30 14:17:24,339 | INFO  | restartedMain | Started AdminServiceApplication in 11.069 seconds (JVM running for 11.955)
2022-11-30 14:17:37,959 | INFO  | http-nio-9207-exec-3 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-11-30 14:17:37,960 | INFO  | http-nio-9207-exec-3 | Initializing Servlet 'dispatcherServlet'
2022-11-30 14:17:37,963 | INFO  | http-nio-9207-exec-3 | Completed initialization in 2 ms
2022-11-30 14:17:38,007 | INFO  | http-nio-9207-exec-3 | requestId=b0e41babe42048a8a8edf0c4f604b9ff | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2022-11-30 14:18:21,525 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:6, serverValue:303855}] to 172.16.10.74:27017
2022-11-30 14:18:21,606 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:7, serverValue:303856}] to 172.16.10.74:27017
2022-11-30 14:18:21,667 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:8, serverValue:303857}] to 172.16.10.74:27017
2022-11-30 14:19:04,212 | INFO  | Thread-8 | Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:19:04,220 | INFO  | Thread-8 | authen - Shutdown initiated...
2022-11-30 14:19:04,326 | INFO  | Thread-8 | authen - Shutdown completed.
2022-11-30 14:19:04,606 | INFO  | restartedMain | Starting AdminServiceApplication using Java 1.8.0_202 on DESKTOP-4UF2I49 with PID 21140 (C:\Users\ngodu\eclipse-workspace\admin-social-service\target\classes started by ngodu in C:\Users\ngodu\eclipse-workspace\admin-social-service)
2022-11-30 14:19:04,607 | INFO  | restartedMain | No active profile set, falling back to 1 default profile: "default"
2022-11-30 14:19:05,159 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:19:05,160 | INFO  | restartedMain | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-11-30 14:19:05,188 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.ApproveRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,192 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CategoryRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,197 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CommentRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,203 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.GroupSettingRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,206 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.HashTagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,209 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.MediaRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,213 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostDetailRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,217 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.PostRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,221 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.RolesRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,227 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.TagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,235 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserGroupRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,238 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.UserRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:05,239 | INFO  | restartedMain | Finished Spring Data repository scanning in 78 ms. Found 0 JPA repository interfaces.
2022-11-30 14:19:05,248 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:19:05,249 | INFO  | restartedMain | Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2022-11-30 14:19:05,291 | INFO  | restartedMain | Finished Spring Data repository scanning in 41 ms. Found 12 MongoDB repository interfaces.
2022-11-30 14:19:05,444 | INFO  | restartedMain | Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@705b3665' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:19:05,444 | INFO  | restartedMain | Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-11-30 14:19:05,615 | INFO  | restartedMain | Tomcat initialized with port(s): 9207 (http)
2022-11-30 14:19:05,617 | INFO  | restartedMain | Initializing ProtocolHandler ["http-nio-9207"]
2022-11-30 14:19:05,617 | INFO  | restartedMain | Starting service [Tomcat]
2022-11-30 14:19:05,618 | INFO  | restartedMain | Starting Servlet engine: [Apache Tomcat/9.0.62]
2022-11-30 14:19:05,686 | INFO  | restartedMain | Initializing Spring embedded WebApplicationContext
2022-11-30 14:19:05,686 | INFO  | restartedMain | Root WebApplicationContext: initialization completed in 1067 ms
2022-11-30 14:19:05,780 | INFO  | restartedMain | authen - Starting...
2022-11-30 14:19:05,780 | WARN  | restartedMain | Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2022-11-30 14:19:06,118 | INFO  | restartedMain | authen - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2022-11-30 14:19:06,147 | INFO  | restartedMain | authen - Start completed.
2022-11-30 14:19:06,160 | INFO  | restartedMain | HHH000204: Processing PersistenceUnitInfo [name: default]
2022-11-30 14:19:06,168 | INFO  | restartedMain | HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2022-11-30 14:19:06,244 | INFO  | restartedMain | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-11-30 14:19:06,245 | INFO  | restartedMain | Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:19:06,277 | WARN  | restartedMain | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-11-30 14:19:06,316 | INFO  | restartedMain | Cluster created with settings {hosts=[172.16.10.74:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2022-11-30 14:19:06,349 | INFO  | restartedMain | LiveReload server is running on port 35729
2022-11-30 14:19:06,403 | INFO  | cluster-rtt-ClusterId{value='638703eadfb06962c3e17772', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:10, serverValue:303872}] to 172.16.10.74:27017
2022-11-30 14:19:06,403 | INFO  | cluster-ClusterId{value='638703eadfb06962c3e17772', description='null'}-172.16.10.74:27017 | Opened connection [connectionId{localValue:9, serverValue:303873}] to 172.16.10.74:27017
2022-11-30 14:19:06,406 | INFO  | cluster-ClusterId{value='638703eadfb06962c3e17772', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=28577600, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=63774dc0f7d8fa57944e3ea2, counter=6}, lastWriteDate=Wed Nov 30 14:17:53 ICT 2022, lastUpdateTimeNanos=426426932964400}
2022-11-30 14:19:06,502 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:11, serverValue:303874}] to 172.16.10.74:27017
2022-11-30 14:19:06,534 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6062816c, org.springframework.security.web.context.SecurityContextPersistenceFilter@1664bcd, org.springframework.security.web.header.HeaderWriterFilter@6db6dc6d, org.springframework.web.filter.CorsFilter@55fd37b1, org.springframework.security.web.authentication.logout.LogoutFilter@631665af, com.epay.ewallet.service.admin.authen.JwtRequestFilter@5a41f0f9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@743a90f2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f346fac, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@26dff3ba, org.springframework.security.web.session.SessionManagementFilter@7d9048d0, org.springframework.security.web.access.ExceptionTranslationFilter@67e6af1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@706d5cd5]
2022-11-30 14:19:06,617 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:12, serverValue:303875}] to 172.16.10.74:27017
2022-11-30 14:19:06,709 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:13, serverValue:303876}] to 172.16.10.74:27017
2022-11-30 14:19:06,855 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2022-11-30 14:19:06,860 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2022-11-30 14:19:06,867 | INFO  | restartedMain | Started AdminServiceApplication in 2.312 seconds (JVM running for 114.482)
2022-11-30 14:19:06,872 | INFO  | restartedMain | Condition evaluation unchanged
2022-11-30 14:19:21,500 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:14, serverValue:303879}] to 172.16.10.74:27017
2022-11-30 14:19:21,555 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:15, serverValue:303880}] to 172.16.10.74:27017
2022-11-30 14:19:21,612 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:16, serverValue:303881}] to 172.16.10.74:27017
2022-11-30 14:19:39,491 | INFO  | Thread-20 | Closing JPA EntityManagerFactory for persistence unit 'default'
2022-11-30 14:19:39,493 | INFO  | Thread-20 | authen - Shutdown initiated...
2022-11-30 14:19:39,635 | INFO  | Thread-20 | authen - Shutdown completed.
2022-11-30 14:19:39,870 | INFO  | restartedMain | Starting AdminServiceApplication using Java 1.8.0_202 on DESKTOP-4UF2I49 with PID 21140 (C:\Users\ngodu\eclipse-workspace\admin-social-service\target\classes started by ngodu in C:\Users\ngodu\eclipse-workspace\admin-social-service)
2022-11-30 14:19:39,871 | INFO  | restartedMain | No active profile set, falling back to 1 default profile: "default"
2022-11-30 14:19:40,179 | INFO  | restartedMain | Multiple Spring Data modules found, entering strict repository configuration mode!
2022-11-30 14:19:40,180 | INFO  | restartedMain | Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-11-30 14:19:40,199 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.ApproveRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,203 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CategoryRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,207 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.CommentRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,212 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.GroupSettingRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,217 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.HashTagRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2022-11-30 14:19:40,222 | INFO  | restartedMain | Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.epay.ewallet.service.admin.repository.MediaRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
